 # rhobar, fm^-3:    rhos, fm^-3:   m^*, GeV:    endens, GeV/fm^3:   U, GeV:
 0.100000E-01  0.996083E-02  0.908896E+00  0.937697E-02 -0.942915E-02
 0.200000E-01  0.198680E-01  0.880088E+00  0.187100E-01 -0.175618E-01
 0.300000E-01  0.297247E-01  0.852300E+00  0.280028E-01 -0.246738E-01
 0.400000E-01  0.395280E-01  0.825338E+00  0.372619E-01 -0.309607E-01
 0.500000E-01  0.492732E-01  0.799052E+00  0.464939E-01 -0.365718E-01
 0.600000E-01  0.589540E-01  0.773324E+00  0.557049E-01 -0.416243E-01
 0.700000E-01  0.685628E-01  0.748061E+00  0.649001E-01 -0.462122E-01
 0.800000E-01  0.780906E-01  0.723186E+00  0.740843E-01 -0.504115E-01
 0.900000E-01  0.875268E-01  0.698639E+00  0.832620E-01 -0.542840E-01
 0.100000E+00  0.968589E-01  0.674368E+00  0.924371E-01 -0.578792E-01
 0.110000E+00  0.106072E+00  0.650336E+00  0.101614E+00 -0.612358E-01
 0.120000E+00  0.115150E+00  0.626515E+00  0.110795E+00 -0.643819E-01
 0.130000E+00  0.124073E+00  0.602886E+00  0.119985E+00 -0.673353E-01
 0.140000E+00  0.132817E+00  0.579444E+00  0.129187E+00 -0.701025E-01
 0.150000E+00  0.141358E+00  0.556193E+00  0.138406E+00 -0.726779E-01
 0.160000E+00  0.149665E+00  0.533154E+00  0.147646E+00 -0.750420E-01
 0.170000E+00  0.157706E+00  0.510360E+00  0.156910E+00 -0.771602E-01
 0.180000E+00  0.165445E+00  0.487864E+00  0.166206E+00 -0.789809E-01
 0.190000E+00  0.172843E+00  0.465735E+00  0.175538E+00 -0.804351E-01
 0.200000E+00  0.179862E+00  0.444059E+00  0.184914E+00 -0.814362E-01
 0.210000E+00  0.186464E+00  0.422937E+00  0.194341E+00 -0.818826E-01
 0.220000E+00  0.192615E+00  0.402482E+00  0.203829E+00 -0.816622E-01
 0.230000E+00  0.198290E+00  0.382809E+00  0.213386E+00 -0.806599E-01
 0.240000E+00  0.203472E+00  0.364027E+00  0.223025E+00 -0.787663E-01
 0.250000E+00  0.208157E+00  0.346230E+00  0.232756E+00 -0.758881E-01
 0.260000E+00  0.212354E+00  0.329487E+00  0.242591E+00 -0.719560E-01
 0.270000E+00  0.216084E+00  0.313838E+00  0.252542E+00 -0.669303E-01
 0.280000E+00  0.219376E+00  0.299291E+00  0.262620E+00 -0.608018E-01
 0.290000E+00  0.222267E+00  0.285828E+00  0.272835E+00 -0.535895E-01
 0.300000E+00  0.224797E+00  0.273407E+00  0.283199E+00 -0.453353E-01
 0.310000E+00  0.227007E+00  0.261969E+00  0.293719E+00 -0.360976E-01
 0.320000E+00  0.228935E+00  0.251447E+00  0.304406E+00 -0.259446E-01
 0.330000E+00  0.230619E+00  0.241767E+00  0.315265E+00 -0.149494E-01
 0.340000E+00  0.232090E+00  0.232856E+00  0.326304E+00 -0.318548E-02
 0.350000E+00  0.233379E+00  0.224642E+00  0.337529E+00  0.927607E-02
 0.360000E+00  0.234509E+00  0.217059E+00  0.348944E+00  0.223684E-01
 0.370000E+00  0.235504E+00  0.210045E+00  0.360553E+00  0.360299E-01
 0.380000E+00  0.236382E+00  0.203544E+00  0.372361E+00  0.502043E-01
 0.390000E+00  0.237158E+00  0.197506E+00  0.384371E+00  0.648412E-01
 0.400000E+00  0.237847E+00  0.191885E+00  0.396586E+00  0.798953E-01
 0.410000E+00  0.238459E+00  0.186641E+00  0.409008E+00  0.953263E-01
 0.420000E+00  0.239006E+00  0.181737E+00  0.421639E+00  0.111098E+00
 0.430000E+00  0.239494E+00  0.177143E+00  0.434481E+00  0.127179E+00
 0.440000E+00  0.239932E+00  0.172829E+00  0.447537E+00  0.143540E+00
 0.450000E+00  0.240326E+00  0.168770E+00  0.460806E+00  0.160157E+00
 0.460000E+00  0.240680E+00  0.164945E+00  0.474290E+00  0.177007E+00
 0.470000E+00  0.241000E+00  0.161332E+00  0.487992E+00  0.194070E+00
 0.480000E+00  0.241289E+00  0.157915E+00  0.501910E+00  0.211328E+00
 0.490000E+00  0.241551E+00  0.154677E+00  0.516047E+00  0.228765E+00
 0.500000E+00  0.241789E+00  0.151604E+00  0.530403E+00  0.246367E+00
 0.510000E+00  0.242004E+00  0.148683E+00  0.544978E+00  0.264121E+00
 0.520000E+00  0.242201E+00  0.145902E+00  0.559773E+00  0.282016E+00
 0.530000E+00  0.242380E+00  0.143252E+00  0.574789E+00  0.300041E+00
 0.540000E+00  0.242543E+00  0.140723E+00  0.590026E+00  0.318187E+00
 0.550000E+00  0.242693E+00  0.138305E+00  0.605484E+00  0.336445E+00
 0.560000E+00  0.242829E+00  0.135992E+00  0.621164E+00  0.354807E+00
 0.570000E+00  0.242954E+00  0.133777E+00  0.637066E+00  0.373267E+00
 0.580000E+00  0.243068E+00  0.131652E+00  0.653190E+00  0.391817E+00
 0.590000E+00  0.243173E+00  0.129613E+00  0.669536E+00  0.410453E+00
 0.600000E+00  0.243269E+00  0.127654E+00  0.686105E+00  0.429169E+00
 0.610000E+00  0.243357E+00  0.125769E+00  0.702897E+00  0.447960E+00
 0.620000E+00  0.243437E+00  0.123955E+00  0.719911E+00  0.466821E+00
 0.630000E+00  0.243512E+00  0.122207E+00  0.737148E+00  0.485749E+00
 0.640000E+00  0.243579E+00  0.120522E+00  0.754608E+00  0.504738E+00
 0.650000E+00  0.243642E+00  0.118895E+00  0.772291E+00  0.523787E+00
 0.660000E+00  0.243699E+00  0.117324E+00  0.790197E+00  0.542892E+00
 0.670000E+00  0.243752E+00  0.115806E+00  0.808326E+00  0.562049E+00
 0.680000E+00  0.243800E+00  0.114338E+00  0.826678E+00  0.581255E+00
 0.690000E+00  0.243844E+00  0.112917E+00  0.845254E+00  0.600510E+00
 0.700000E+00  0.243884E+00  0.111540E+00  0.864052E+00  0.619809E+00
 0.710000E+00  0.243921E+00  0.110207E+00  0.883074E+00  0.639150E+00
 0.720000E+00  0.243955E+00  0.108913E+00  0.902319E+00  0.658532E+00
 0.730000E+00  0.243985E+00  0.107659E+00  0.921787E+00  0.677953E+00
 0.740000E+00  0.244013E+00  0.106441E+00  0.941478E+00  0.697410E+00
 0.750000E+00  0.244039E+00  0.105258E+00  0.961392E+00  0.716902E+00
 0.760000E+00  0.244062E+00  0.104108E+00  0.981529E+00  0.736428E+00
 0.770000E+00  0.244083E+00  0.102991E+00  0.100189E+01  0.755986E+00
 0.780000E+00  0.244102E+00  0.101903E+00  0.102247E+01  0.775574E+00
 0.790000E+00  0.244119E+00  0.100845E+00  0.104328E+01  0.795191E+00
 0.800000E+00  0.244134E+00  0.998150E-01  0.106431E+01  0.814836E+00
 0.810000E+00  0.244147E+00  0.988116E-01  0.108556E+01  0.834508E+00
 0.820000E+00  0.244159E+00  0.978337E-01  0.110703E+01  0.854205E+00
 0.830000E+00  0.244170E+00  0.968804E-01  0.112873E+01  0.873927E+00
 0.840000E+00  0.244179E+00  0.959507E-01  0.115065E+01  0.893673E+00
 0.850000E+00  0.244187E+00  0.950437E-01  0.117279E+01  0.913441E+00
 0.860000E+00  0.244193E+00  0.941584E-01  0.119516E+01  0.933231E+00
 0.870000E+00  0.244199E+00  0.932940E-01  0.121774E+01  0.953042E+00
 0.880000E+00  0.244203E+00  0.924498E-01  0.124055E+01  0.972873E+00
 0.890000E+00  0.244207E+00  0.916249E-01  0.126359E+01  0.992723E+00
 0.900000E+00  0.244210E+00  0.908187E-01  0.128684E+01  0.101259E+01
 0.910000E+00  0.244212E+00  0.900305E-01  0.131032E+01  0.103248E+01
 0.920000E+00  0.244213E+00  0.892597E-01  0.133402E+01  0.105238E+01
 0.930000E+00  0.244213E+00  0.885056E-01  0.135794E+01  0.107230E+01
 0.940000E+00  0.244212E+00  0.877677E-01  0.138208E+01  0.109224E+01
 0.950000E+00  0.244211E+00  0.870453E-01  0.140644E+01  0.111220E+01
 0.960000E+00  0.244210E+00  0.863380E-01  0.143103E+01  0.113216E+01
 0.970000E+00  0.244207E+00  0.856453E-01  0.145584E+01  0.115215E+01
 0.980000E+00  0.244204E+00  0.849667E-01  0.148087E+01  0.117214E+01
 0.990000E+00  0.244201E+00  0.843017E-01  0.150612E+01  0.119215E+01
 0.100000E+01  0.244197E+00  0.836498E-01  0.153160E+01  0.121218E+01
 0.101000E+01  0.244193E+00  0.830108E-01  0.155729E+01  0.123221E+01
 0.102000E+01  0.244188E+00  0.823841E-01  0.158321E+01  0.125226E+01
 0.103000E+01  0.244183E+00  0.817694E-01  0.160934E+01  0.127232E+01
 0.104000E+01  0.244178E+00  0.811663E-01  0.163570E+01  0.129239E+01
 0.105000E+01  0.244172E+00  0.805745E-01  0.166228E+01  0.131248E+01
 0.106000E+01  0.244166E+00  0.799935E-01  0.168909E+01  0.133257E+01
 0.107000E+01  0.244159E+00  0.794232E-01  0.171611E+01  0.135268E+01
 0.108000E+01  0.244153E+00  0.788632E-01  0.174335E+01  0.137279E+01
 0.109000E+01  0.244146E+00  0.783132E-01  0.177082E+01  0.139292E+01
 0.110000E+01  0.244138E+00  0.777728E-01  0.179850E+01  0.141305E+01
 0.111000E+01  0.244131E+00  0.772419E-01  0.182641E+01  0.143320E+01
 0.112000E+01  0.244123E+00  0.767202E-01  0.185454E+01  0.145335E+01
 0.113000E+01  0.244115E+00  0.762074E-01  0.188289E+01  0.147351E+01
 0.114000E+01  0.244107E+00  0.757032E-01  0.191146E+01  0.149368E+01
 0.115000E+01  0.244099E+00  0.752075E-01  0.194025E+01  0.151386E+01
 0.116000E+01  0.244090E+00  0.747200E-01  0.196926E+01  0.153405E+01
 0.117000E+01  0.244081E+00  0.742404E-01  0.199849E+01  0.155425E+01
 0.118000E+01  0.244073E+00  0.737687E-01  0.202794E+01  0.157445E+01
 0.119000E+01  0.244064E+00  0.733045E-01  0.205761E+01  0.159466E+01
 0.120000E+01  0.244055E+00  0.728477E-01  0.208750E+01  0.161488E+01
 0.121000E+01  0.244045E+00  0.723981E-01  0.211761E+01  0.163510E+01
 0.122000E+01  0.244036E+00  0.719555E-01  0.214794E+01  0.165534E+01
 0.123000E+01  0.244027E+00  0.715197E-01  0.217850E+01  0.167558E+01
 0.124000E+01  0.244017E+00  0.710906E-01  0.220927E+01  0.169582E+01
 0.125000E+01  0.244008E+00  0.706680E-01  0.224026E+01  0.171608E+01
 0.126000E+01  0.243998E+00  0.702517E-01  0.227147E+01  0.173633E+01
 0.127000E+01  0.243988E+00  0.698416E-01  0.230291E+01  0.175660E+01
 0.128000E+01  0.243978E+00  0.694376E-01  0.233456E+01  0.177687E+01
 0.129000E+01  0.243968E+00  0.690394E-01  0.236643E+01  0.179715E+01
 0.130000E+01  0.243958E+00  0.686470E-01  0.239852E+01  0.181743E+01
 0.131000E+01  0.243948E+00  0.682603E-01  0.243083E+01  0.183772E+01
 0.132000E+01  0.243938E+00  0.678790E-01  0.246337E+01  0.185801E+01
 0.133000E+01  0.243928E+00  0.675031E-01  0.249612E+01  0.187831E+01
 0.134000E+01  0.243918E+00  0.671325E-01  0.252909E+01  0.189862E+01
 0.135000E+01  0.243908E+00  0.667670E-01  0.256228E+01  0.191893E+01
 0.136000E+01  0.243898E+00  0.664065E-01  0.259568E+01  0.193924E+01
 0.137000E+01  0.243887E+00  0.660509E-01  0.262931E+01  0.195956E+01
 0.138000E+01  0.243877E+00  0.657001E-01  0.266316E+01  0.197989E+01
 0.139000E+01  0.243867E+00  0.653540E-01  0.269723E+01  0.200022E+01
 0.140000E+01  0.243856E+00  0.650125E-01  0.273151E+01  0.202055E+01
 0.141000E+01  0.243846E+00  0.646755E-01  0.276602E+01  0.204089E+01
 0.142000E+01  0.243836E+00  0.643429E-01  0.280074E+01  0.206123E+01
 0.143000E+01  0.243825E+00  0.640146E-01  0.283569E+01  0.208158E+01
 0.144000E+01  0.243815E+00  0.636906E-01  0.287085E+01  0.210193E+01
 0.145000E+01  0.243805E+00  0.633706E-01  0.290623E+01  0.212228E+01
 0.146000E+01  0.243794E+00  0.630547E-01  0.294183E+01  0.214264E+01
 0.147000E+01  0.243784E+00  0.627428E-01  0.297765E+01  0.216301E+01
 0.148000E+01  0.243774E+00  0.624348E-01  0.301369E+01  0.218337E+01
 0.149000E+01  0.243763E+00  0.621305E-01  0.304994E+01  0.220374E+01
 0.150000E+01  0.243753E+00  0.618300E-01  0.308642E+01  0.222412E+01
 0.151000E+01  0.243743E+00  0.615332E-01  0.312311E+01  0.224450E+01
 0.152000E+01  0.243732E+00  0.612400E-01  0.316002E+01  0.226488E+01
 0.153000E+01  0.243722E+00  0.609502E-01  0.319716E+01  0.228527E+01
 0.154000E+01  0.243712E+00  0.606639E-01  0.323450E+01  0.230565E+01
 0.155000E+01  0.243701E+00  0.603810E-01  0.327207E+01  0.232605E+01
 0.156000E+01  0.243691E+00  0.601014E-01  0.330986E+01  0.234644E+01
 0.157000E+01  0.243681E+00  0.598251E-01  0.334786E+01  0.236684E+01
 0.158000E+01  0.243671E+00  0.595520E-01  0.338609E+01  0.238724E+01
 0.159000E+01  0.243660E+00  0.592820E-01  0.342453E+01  0.240765E+01
 0.160000E+01  0.243650E+00  0.590151E-01  0.346319E+01  0.242806E+01
 0.161000E+01  0.243640E+00  0.587512E-01  0.350207E+01  0.244847E+01
 0.162000E+01  0.243630E+00  0.584903E-01  0.354116E+01  0.246888E+01
 0.163000E+01  0.243620E+00  0.582323E-01  0.358048E+01  0.248930E+01
 0.164000E+01  0.243610E+00  0.579771E-01  0.362001E+01  0.250972E+01
 0.165000E+01  0.243600E+00  0.577248E-01  0.365976E+01  0.253014E+01
 0.166000E+01  0.243590E+00  0.574752E-01  0.369973E+01  0.255057E+01
 0.167000E+01  0.243580E+00  0.572283E-01  0.373991E+01  0.257100E+01
 0.168000E+01  0.243570E+00  0.569841E-01  0.378032E+01  0.259143E+01
 0.169000E+01  0.243560E+00  0.567426E-01  0.382094E+01  0.261186E+01
 0.170000E+01  0.243550E+00  0.565036E-01  0.386178E+01  0.263230E+01
 0.171000E+01  0.243540E+00  0.562671E-01  0.390284E+01  0.265274E+01
 0.172000E+01  0.243530E+00  0.560331E-01  0.394411E+01  0.267318E+01
 0.173000E+01  0.243520E+00  0.558015E-01  0.398560E+01  0.269362E+01
 0.174000E+01  0.243510E+00  0.555724E-01  0.402731E+01  0.271407E+01
 0.175000E+01  0.243501E+00  0.553456E-01  0.406924E+01  0.273452E+01
 0.176000E+01  0.243491E+00  0.551212E-01  0.411139E+01  0.275497E+01
 0.177000E+01  0.243481E+00  0.548990E-01  0.415375E+01  0.277542E+01
 0.178000E+01  0.243472E+00  0.546791E-01  0.419633E+01  0.279588E+01
 0.179000E+01  0.243462E+00  0.544614E-01  0.423913E+01  0.281633E+01
 0.180000E+01  0.243452E+00  0.542459E-01  0.428215E+01  0.283679E+01
 0.181000E+01  0.243443E+00  0.540325E-01  0.432538E+01  0.285725E+01
 0.182000E+01  0.243433E+00  0.538212E-01  0.436883E+01  0.287772E+01
 0.183000E+01  0.243424E+00  0.536120E-01  0.441250E+01  0.289818E+01
 0.184000E+01  0.243414E+00  0.534049E-01  0.445638E+01  0.291865E+01
 0.185000E+01  0.243405E+00  0.531997E-01  0.450049E+01  0.293912E+01
 0.186000E+01  0.243395E+00  0.529965E-01  0.454481E+01  0.295959E+01
 0.187000E+01  0.243386E+00  0.527953E-01  0.458934E+01  0.298007E+01
 0.188000E+01  0.243377E+00  0.525960E-01  0.463410E+01  0.300054E+01
 0.189000E+01  0.243368E+00  0.523986E-01  0.467907E+01  0.302102E+01
 0.190000E+01  0.243358E+00  0.522030E-01  0.472426E+01  0.304150E+01
 0.191000E+01  0.243349E+00  0.520093E-01  0.476966E+01  0.306198E+01
 0.192000E+01  0.243340E+00  0.518174E-01  0.481529E+01  0.308247E+01
 0.193000E+01  0.243331E+00  0.516273E-01  0.486113E+01  0.310295E+01
 0.194000E+01  0.243322E+00  0.514389E-01  0.490718E+01  0.312344E+01
 0.195000E+01  0.243313E+00  0.512522E-01  0.495345E+01  0.314393E+01
 0.196000E+01  0.243304E+00  0.510672E-01  0.499994E+01  0.316442E+01
 0.197000E+01  0.243295E+00  0.508839E-01  0.504665E+01  0.318491E+01
 0.198000E+01  0.243286E+00  0.507023E-01  0.509358E+01  0.320540E+01
 0.199000E+01  0.243277E+00  0.505223E-01  0.514072E+01  0.322590E+01
 0.200000E+01  0.243268E+00  0.503439E-01  0.518807E+01  0.324640E+01
