# FILE_NAME
# REACTION
# BEAM_MASS TARGET_MASS THRESHOLD FINAL_STATE_MULTIPLICITY
# NUMBER_OF_DATA_POINTS
# POINT_NUMBER PLAB(GEV/C) PLAB_MIN PLAB_MAX SIG(MB) STA_ERR+ STA_ERR- SY_ER+(PCT) SY_ER-(PCT) REFERENCE FLAG
#  FORMAT(I5,1X,4F11.5,2F8.4,1X,2F6.1,A)
# -------------------------------------------------------------------------------------------------------
# NP_TOTAL.DAT
# N P --> X
# 0.939570    0.938270      0.            0
# 551

 1    0.00385    0.00123    0.00531    20360.     100.00  100.00     0.0  0.0  MELKONIAN 49     PR 76, 1744
 2    0.03043    0.03043    0.03043    6202.0     11.200  11.200     0.0  0.0  ENGELKE 63       PR 129, 324
 3    0.04347    0.04347    0.04347    4228.0     18.000  18.000     0.0  0.0  FIELDS 54        PR 94, 389
 4    0.04973    0.04973    0.04973    3675.0     16.000  16.000     0.0  0.0  STORRS 54        PR 95, 1252
 5    0.05000    0.05000    0.05000    3609.5     4.5100  4.5100     2.0  2.0  CIERJACKS 69     PRL 23, 866
 6    0.05100    0.05100    0.05100    3542.9     3.4400  3.4400     2.0  2.0  CIERJACKS 69     PRL 23, 866
 7    0.05200    0.05200    0.05200    3472.1     3.8000  3.8000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 8    0.05300    0.05300    0.05300    3398.6     3.7400  3.7400     2.0  2.0  CIERJACKS 69     PRL 23, 866
 9    0.05311    0.05311    0.05311    3447.0     22.000  22.000     0.0  0.0  DAVIS 71         PR C3, 1798
 10   0.05400    0.05400    0.05400    3326.5     3.6900  3.6900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 11   0.05500    0.05500    0.05500    3266.6     4.2100  4.2100     2.0  2.0  CIERJACKS 69     PRL 23, 866
 12   0.05600    0.05600    0.05600    3206.6     3.6000  3.6000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 13   0.05700    0.05700    0.05700    3138.6     4.1000  4.1000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 14   0.05800    0.05800    0.05800    3079.6     3.5100  3.5100     2.0  2.0  CIERJACKS 69     PRL 23, 866
 15   0.05900    0.05900    0.05900    3015.5     3.9900  3.9900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 16   0.05970    0.05970    0.05970    3004.0     24.000  24.000     0.0  0.0  DAVIS 71         PR C3, 1798
 17   0.06000    0.06000    0.06000    2963.6     3.9500  3.9500     2.0  2.0  CIERJACKS 69     PRL 23, 866
 18   0.06100    0.06100    0.06100    2907.2     3.9000  3.9000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 19   0.06200    0.06200    0.06200    2851.3     3.8600  3.8600     2.0  2.0  CIERJACKS 69     PRL 23, 866
 20   0.06300    0.06300    0.06300    2792.6     3.8000  3.8000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 21   0.06400    0.06400    0.06400    2754.0     4.6200  4.6200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 22   0.06500    0.06500    0.06500    2705.5     3.7400  3.7400     2.0  2.0  CIERJACKS 69     PRL 23, 866
 23   0.06571    0.06571    0.06571    2677.0     22.000  22.000     0.0  0.0  DAVIS 71         PR C3, 1798
 24   0.06600    0.06600    0.06600    2651.5     3.6900  3.6900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 25   0.06700    0.06700    0.06700    2607.4     4.4800  4.4800     2.0  2.0  CIERJACKS 69     PRL 23, 866
 26   0.06800    0.06800    0.06800    2558.2     3.6200  3.6200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 27   0.06900    0.06900    0.06900    2507.0     4.3800  4.3800     2.0  2.0  CIERJACKS 69     PRL 23, 866
 28   0.06907    0.06907    0.06907    2536.0     4.0000  4.0000     0.0  0.0  DAVIS 71         PR C4, 1061
 29   0.06913    0.06913    0.06913    2525.0     9.0000  9.0000     0.0  0.0  FIELDS 54        PR 94, 389
 30   0.07000    0.07000    0.07000    2464.0     4.3300  4.3300     2.0  2.0  CIERJACKS 69     PRL 23, 866
 31   0.07100    0.07100    0.07100    2433.5     4.3100  4.3100     2.0  2.0  CIERJACKS 69     PRL 23, 866
 32   0.07121    0.07121    0.07121    2417.0     27.000  27.000     0.0  0.0  DAVIS 71         PR C3, 1798
 33   0.07200    0.07200    0.07200    2380.4     3.4700  3.4700     2.0  2.0  CIERJACKS 69     PRL 23, 866
 34   0.07300    0.07300    0.07300    2341.5     4.2200  4.2200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 35   0.07400    0.07400    0.07400    2295.9     4.1700  4.1700     2.0  2.0  CIERJACKS 69     PRL 23, 866
 36   0.07500    0.07500    0.07500    2258.5     4.1300  4.1300     2.0  2.0  CIERJACKS 69     PRL 23, 866
 37   0.07600    0.07600    0.07600    2225.0     4.1000  4.1000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 38   0.07633    0.07633    0.07633    2274.0     19.000  19.000     0.0  0.0  DAVIS 71         PR C3, 1798
 39   0.07700    0.07700    0.07700    2185.9     4.0700  4.0700     2.0  2.0  CIERJACKS 69     PRL 23, 866
 40   0.07767    0.07767    0.07767    2206.0     6.8000  6.8000     0.0  0.0  ENGELKE 63       PR 129, 324
 41   0.07800    0.07800    0.07800    2151.0     5.7000  5.7000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 42   0.07900    0.07900    0.07900    2123.9     4.0000  4.0000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 43   0.08000    0.08000    0.08000    2091.0     3.9800  3.9800     2.0  2.0  CIERJACKS 69     PRL 23, 866
 44   0.08100    0.08100    0.08100    2049.9     3.9400  3.9400     2.0  2.0  CIERJACKS 69     PRL 23, 866
 45   0.08112    0.08112    0.08112    2067.0     20.000  20.000     0.0  0.0  DAVIS 71         PR C3, 1798
 46   0.08200    0.08200    0.08200    2017.0     5.5200  5.5200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 47   0.08300    0.08300    0.08300    1988.9     3.8700  3.8700     2.0  2.0  CIERJACKS 69     PRL 23, 866
 48   0.08400    0.08400    0.08400    1945.4     3.8300  3.8300     2.0  2.0  CIERJACKS 69     PRL 23, 866
 49   0.08500    0.08500    0.08500    1920.0     5.3900  5.3900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 50   0.08570    0.08570    0.08570    1948.0     11.000  11.000     0.0  0.0  DAVIS 71         PR C3, 1798
 51   0.08600    0.08600    0.08600    1893.5     3.7900  3.7900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 52   0.08700    0.08700    0.08700    1864.0     5.3200  5.3200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 53   0.08800    0.08800    0.08800    1845.0     5.2900  5.2900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 54   0.08900    0.08900    0.08900    1812.5     3.7100  3.7100     2.0  2.0  CIERJACKS 69     PRL 23, 866
 55   0.08999    0.08999    0.08999    1829.0     13.000  13.000     0.0  0.0  DAVIS 71         PR C3, 1798
 56   0.09000    0.09000    0.09000    1782.0     5.2000  5.2000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 57   0.09100    0.09100    0.09100    1744.4     2.1000  2.1000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 58   0.09200    0.09200    0.09200    1727.0     1.6200  1.6200     2.0  2.0  CIERJACKS 69     PRL 23, 866
 59   0.09300    0.09300    0.09300    1701.8     1.5400  1.5400     2.0  2.0  CIERJACKS 69     PRL 23, 866
 60   0.09400    0.09400    0.09400    1675.8     1.6000  1.6000     2.0  2.0  CIERJACKS 69     PRL 23, 866
 61   0.09410    0.09410    0.09410    1679.0     12.000  12.000     0.0  0.0  DAVIS 71         PR C3, 1798
 62   0.09459    0.09450    0.09468    1690.0     6.6000  6.6000     0.0  0.0  HAFNER 53        PR 89, 204
 63   0.09500    0.09500    0.09500    1653.5     1.5900  1.5900     2.0  2.0  CIERJACKS 69     PRL 23, 866
 64   0.09600    0.09600    0.09600    1626.2     1.5800  1.5800     2.0  2.0  CIERJACKS 69     PRL 23, 866
 65   0.09700    0.09700    0.09700    1601.1     1.6500  1.6500     2.0  2.0  CIERJACKS 69     PRL 23, 866
 66   0.09798    0.09798    0.09798    1620.0     11.000  11.000     0.0  0.0  DAVIS 71         PR C3, 1798
